"firm","employee","sex","age","staging.date","months.enrolled","debt"
"671/YM729",28181,"Male",36,2016-07-01,28,1670.52
"671/YM729",28182,"Male",42,2016-07-01,28,637.06
"671/YU839",56634,"Male",40,2016-10-01,25,1672.91
"671/YU839",56635,"Male",39,2016-10-01,25,3413.32
"671/YU839",56636,"Male",60,2016-10-01,25,0
"671/YU839",56637,"Female",49,2016-10-01,25,5534.12
"671/YU839",56638,"Male",34,2016-10-01,25,2926.99
"671/YU839",56639,"Male",35,2016-10-01,25,0
"671/ZG505",26245,"Male",38,2016-02-01,33,1729
"671/ZG505",26246,"Male",40,2016-02-01,33,0
"671/ZG505",26247,"Male",48,2016-02-01,33,0
"671/ZG505",26248,"Male",30,2016-02-01,33,1452.42
"671/ZG505",26249,"Female",41,2016-02-01,33,0
"671/ZX938",29283,"Female",52,2016-10-01,25,2015.77
"671/ZX938",29284,"Male",32,2016-10-01,25,477.02
"671/ZX938",29285,"Female",48,2016-10-01,25,5746.63
"671/ZX938",29286,"Male",25,2016-10-01,25,0
"671/ZX938",29287,"Female",57,2016-10-01,25,1162.11
"671/ZX938",29288,"Male",30,2016-10-01,25,558.89
"671/ZX938",29289,"Male",46,2016-10-01,25,1332.49
"672/AG213",35125,"Male",53,2016-04-01,31,0
"672/AG213",35126,"Male",39,2016-04-01,31,0
"672/AG213",35127,"Female",49,2016-04-01,31,0
"672/AG213",35128,"Male",48,2016-04-01,31,743.4
"672/AG213",35129,"Male",46,2016-04-01,31,0
"672/BD638",63452,"Female",42,2016-10-01,25,0
"672/BD638",63453,"Male",32,2016-10-01,25,1011.23
"672/CP316",35620,"Male",39,2016-04-01,31,0
"672/CP316",35621,"Male",36,2016-04-01,31,2454.31
"672/CP316",35622,"Male",48,2016-04-01,31,952.8
"672/CP316",35623,"Male",51,2016-04-01,31,593.59
"672/CP316",35624,"Male",26,2016-04-01,31,0
"672/CP316",35625,"Male",27,2016-04-01,31,0
"672/DY391",37562,"Female",41,2017-04-01,19,0
"672/DY391",37563,"Male",48,2017-04-01,19,403.67
"672/DY391",37564,"Male",36,2017-04-01,19,2142.6
"672/DY391",37565,"Male",50,2017-04-01,19,4363.51
"672/DY391",37566,"Male",64,2017-04-01,19,0
"672/JO173",56274,"Male",35,2017-02-01,21,1339.6
"672/JO173",56275,"Female",58,2017-02-01,21,1950.21
"672/JO173",56276,"Female",29,2017-02-01,21,0
"672/JO173",56277,"Female",61,2017-02-01,21,0
"672/JO173",56278,"Male",45,2017-02-01,21,765.09
"672/JO173",56279,"Female",26,2017-02-01,21,758.14
"672/KD521",40113,"Female",38,2016-06-01,29,0
"672/KD521",40114,"Male",23,2016-06-01,29,0
"672/MH131",67718,"Female",57,2016-08-01,27,0
"672/MH131",67719,"Female",51,2016-08-01,27,2495.77
"672/MH131",67720,"Male",44,2016-08-01,27,523.41
"672/MH131",67721,"Female",57,2016-08-01,27,2098.28
"672/MH131",67722,"Female",46,2016-08-01,27,0
"672/PY799",62436,"Male",36,2017-04-01,19,2346.17
"672/PY799",62437,"Male",53,2017-04-01,19,1798.95
"672/PY799",62438,"Female",37,2017-04-01,19,2110.3
"672/PY799",62439,"Female",53,2017-04-01,19,1862.91
"672/PY799",62440,"Male",49,2017-04-01,19,1031.27
"672/RM991",21411,"Male",46,2017-04-01,19,0
"672/RM991",21412,"Male",42,2017-04-01,19,1037.09
"672/RM991",21413,"Male",39,2017-04-01,19,2022.18
"672/RM991",21414,"Female",53,2017-04-01,19,0
"672/RM991",21415,"Female",52,2017-04-01,19,1950.18
"672/RM991",21416,"Female",52,2017-04-01,19,2534.49
"672/UK683",48080,"Female",39,2017-02-01,21,2028.94
"672/UK683",48081,"Female",59,2017-02-01,21,0
"672/UK683",48082,"Male",38,2017-02-01,21,1983.34
"672/UK683",48083,"Female",50,2017-02-01,21,1080.59
"672/UK683",48084,"Female",45,2017-02-01,21,1083.56
"672/UK683",48085,"Female",30,2017-02-01,21,844.96
"672/WO663",22835,"Female",38,2017-01-01,22,0
"672/WO663",22836,"Male",41,2017-01-01,22,167.68
"672/WO663",22837,"Male",31,2017-01-01,22,0
"673/AB341",69602,"Male",59,2016-10-01,25,899.41
"673/AB341",69603,"Female",30,2016-10-01,25,977.25
"673/AB341",69604,"Male",32,2016-10-01,25,0
"673/AB341",69605,"Male",35,2016-10-01,25,1317.52
"673/AB341",69606,"Female",49,2016-10-01,25,572.01
"673/AB341",69607,"Female",45,2016-10-01,25,3025.14
"673/AY932",30436,"Female",60,2016-08-01,27,2581.97
"673/AY932",30437,"Female",34,2016-08-01,27,2044.87
"673/AY932",30438,"Female",38,2016-08-01,27,1603.45
"673/AY932",30439,"Female",33,2016-08-01,27,1290.96
"673/AY932",30440,"Male",38,2016-08-01,27,0
"673/CB647",72940,"Female",34,2016-11-01,24,778.99
"673/CB647",72941,"Female",42,2016-11-01,24,0
"673/CB647",72942,"Male",55,2016-11-01,24,1941.39
"673/DR955",63789,"Male",37,2016-11-01,24,652.34
"673/DR955",63790,"Male",50,2016-11-01,24,515.46
"673/DR955",63791,"Female",60,2016-11-01,24,0
"673/DR955",63792,"Female",43,2016-11-01,24,1356.45
"673/DR955",63793,"Male",35,2016-11-01,24,482.7
"673/DR955",63794,"Male",35,2016-11-01,24,0
"673/DR955",63795,"Female",35,2016-11-01,24,308.67
"673/GL332",70005,"Female",36,2016-08-01,27,0
"673/GL332",70006,"Male",52,2016-08-01,27,0
"673/GL332",70007,"Male",48,2016-08-01,27,1634.75
"673/GL332",70008,"Male",51,2016-08-01,27,1709.26
"673/IB567",64579,"Male",48,2017-01-01,22,1735
"673/IB567",64580,"Male",23,2017-01-01,22,2810.4
"673/IB567",64581,"Female",50,2017-01-01,22,1299.7
"673/IB567",64582,"Male",43,2017-01-01,22,274.45
"673/IB567",64583,"Male",28,2017-01-01,22,4218.35
"673/JC334",45324,"Male",38,2016-08-01,27,2521.66
"673/JC334",45325,"Female",44,2016-08-01,27,0
"673/JC334",45326,"Female",42,2016-08-01,27,1313.61
"673/JC334",45327,"Male",42,2016-08-01,27,0
"673/JC334",45328,"Male",43,2016-08-01,27,8281.69
"673/KS450",45709,"Male",44,2016-11-01,24,0
"673/KS450",45710,"Female",42,2016-11-01,24,1289.49
"673/KS450",45711,"Female",40,2016-11-01,24,2054.22
"673/KS450",45712,"Male",47,2016-11-01,24,2127.17
"673/KS450",45713,"Male",29,2016-11-01,24,0
"673/KS450",45714,"Female",49,2016-11-01,24,1193.74
"673/OB177",66950,"Male",41,2017-02-01,21,0
"673/OB177",66951,"Female",58,2017-02-01,21,0
"673/OB177",66952,"Female",51,2017-02-01,21,1385.73
"673/OB177",66953,"Male",38,2017-02-01,21,842.33
"673/OB177",66954,"Male",55,2017-02-01,21,1420.22
"673/OK229",76227,"Male",37,2016-07-01,28,0
"673/OK229",76228,"Male",61,2016-07-01,28,0
"673/OS510",77109,"Male",58,2016-03-01,32,2785.74
"673/OS510",77110,"Male",30,2016-03-01,32,962.71
"673/OS510",77111,"Female",46,2016-03-01,32,1166.32
"673/OS510",77112,"Male",52,2016-03-01,32,1247.21
"673/PJ586",31656,"Male",55,2017-04-01,19,0
"673/PJ586",31657,"Male",51,2017-04-01,19,0
"673/PJ586",31658,"Male",39,2017-04-01,19,0
"673/PJ586",31659,"Female",30,2017-04-01,19,0
"673/PJ586",31660,"Female",57,2017-04-01,19,1513.36
"673/PW273",12141,"Female",44,2017-02-01,21,675.25
"673/PW273",12142,"Male",49,2017-02-01,21,902.88
"673/PW273",12143,"Male",39,2017-02-01,21,0
"673/PW273",12144,"Female",27,2017-02-01,21,249.18
"673/QJ450",30860,"Male",29,2016-11-01,24,560.81
"673/QJ450",30861,"Male",50,2016-11-01,24,0
"673/QJ450",30862,"Female",41,2016-11-01,24,1504.99
"673/QJ450",30863,"Female",42,2016-11-01,24,1843.63
"673/QJ450",30864,"Female",55,2016-11-01,24,3234
"673/QJ450",30865,"Male",53,2016-11-01,24,753.81
"673/QJ450",30866,"Male",38,2016-11-01,24,0
"673/QJ450",30867,"Female",28,2016-11-01,24,843.71
"673/RE565",60000,"Male",47,2017-01-01,22,0
"673/RE565",60001,"Male",51,2017-01-01,22,837.15
"673/RE565",60002,"Male",33,2017-01-01,22,0
"673/RE565",60003,"Male",46,2017-01-01,22,1050.18
"673/RV211",19079,"Female",57,2016-03-01,32,3726.81
"673/RV211",19080,"Female",47,2016-03-01,32,277.91
"673/RV211",19081,"Female",38,2016-03-01,32,0
"673/RV211",19082,"Male",56,2016-03-01,32,1965.36
"673/RV211",19083,"Female",55,2016-03-01,32,0
"673/RV211",19084,"Female",57,2016-03-01,32,9429.16
"673/TC593",67044,"Male",36,2017-04-01,19,2503.21
"673/TC593",67045,"Male",37,2017-04-01,19,0
"673/TC593",67046,"Female",48,2017-04-01,19,0
"673/TC593",67047,"Female",42,2017-04-01,19,641.37
"673/TC593",67048,"Male",45,2017-04-01,19,1079.86
"673/TQ316",41544,"Male",27,2016-04-01,31,485.03
"673/TQ316",41545,"Female",50,2016-04-01,31,0
"673/TQ316",41546,"Female",29,2016-04-01,31,1162.49
"673/VY590",30454,"Male",38,2017-04-01,19,0
"673/VY590",30455,"Male",61,2017-04-01,19,910.87
"673/VY590",30456,"Female",53,2017-04-01,19,2262.61
"673/VY590",30457,"Male",33,2017-04-01,19,1556.87
"673/VY590",30458,"Female",50,2017-04-01,19,0
"673/VY590",30459,"Male",39,2017-04-01,19,2378.26
"673/VY590",30460,"Male",46,2017-04-01,19,0
"673/WC935",12383,"Male",51,2016-08-01,27,4508.6
"673/WC935",12384,"Male",55,2016-08-01,27,3614.84
"673/WC935",12385,"Male",30,2016-08-01,27,2312.81
"673/WF719",44776,"Female",36,2016-06-01,29,1261.26
"673/WF719",44777,"Male",35,2016-06-01,29,454.06
"673/WF719",44778,"Female",55,2016-06-01,29,1849.8
"673/WF719",44779,"Male",45,2016-06-01,29,0
"673/WF719",44780,"Female",49,2016-06-01,29,1998.25
"673/WF719",44781,"Female",32,2016-06-01,29,9342.2
"674/AX787",50445,"Female",53,2017-04-01,19,2301.29
"674/AX787",50446,"Male",48,2017-04-01,19,0
"674/AX787",50447,"Male",23,2017-04-01,19,0
"674/AX787",50448,"Male",39,2017-04-01,19,1016.92
"674/AX787",50449,"Male",32,2017-04-01,19,447.21
"674/AX787",50450,"Male",38,2017-04-01,19,1050.8
"674/BS156",64438,"Female",36,2016-11-01,24,355.36
"674/BS156",64439,"Male",41,2016-11-01,24,0
"674/BS156",64440,"Male",46,2016-11-01,24,3517.94
"674/BS156",64441,"Female",46,2016-11-01,24,0
"674/BS156",64442,"Male",51,2016-11-01,24,0
"674/BW459",76935,"Male",22,2017-01-01,22,1088.32
"674/BW459",76936,"Male",31,2017-01-01,22,2396.59
"674/BW459",76937,"Female",37,2017-01-01,22,0
"674/BW459",76938,"Male",61,2017-01-01,22,1615.14
"674/BW459",76939,"Female",55,2017-01-01,22,518.2
"674/BW459",76940,"Male",40,2017-01-01,22,3968.29
"674/BY515",28356,"Female",46,2016-04-01,31,1058.87
"674/BY515",28357,"Female",44,2016-04-01,31,761.98
"674/BY515",28358,"Female",41,2016-04-01,31,0
"674/CX575",8160,"Female",26,2017-02-01,21,652.97
"674/CX575",8161,"Female",28,2017-02-01,21,0
"674/CX575",8162,"Male",49,2017-02-01,21,982.01
"674/CX575",8163,"Female",24,2017-02-01,21,0
"674/CX575",8164,"Male",42,2017-02-01,21,3366.85
"674/DX589",58474,"Female",36,2017-04-01,19,544.2
"674/DX589",58475,"Female",54,2017-04-01,19,0
"674/DX589",58476,"Female",48,2017-04-01,19,0
"674/DX589",58477,"Male",26,2017-04-01,19,1695.59
"674/DX589",58478,"Female",26,2017-04-01,19,586.53
"674/EJ876",43260,"Male",52,2017-02-01,21,948.2
"674/EJ876",43261,"Female",47,2017-02-01,21,1593.69
"674/EJ876",43262,"Male",45,2017-02-01,21,1417.17
"674/FW415",12975,"Female",52,2016-04-01,31,2997.21
"674/FW415",12976,"Female",31,2016-04-01,31,2021.67
"674/FW415",12977,"Male",30,2016-04-01,31,475.95
"674/FW415",12978,"Female",54,2016-04-01,31,2247.38
"674/FW415",12979,"Male",44,2016-04-01,31,1632.19
"674/FW415",12980,"Male",55,2016-04-01,31,1262.98
"674/FW415",12981,"Male",63,2016-04-01,31,0
"674/FX148",27937,"Female",40,2016-11-01,24,446.13
"674/FX148",27938,"Male",40,2016-11-01,24,926.5
"674/FX148",27939,"Male",34,2016-11-01,24,1015.95
"674/HX203",11779,"Male",44,2016-01-01,34,982.47
"674/HX203",11780,"Male",51,2016-01-01,34,0
"674/HX203",11781,"Male",35,2016-01-01,34,337.32
"674/HX203",11782,"Male",39,2016-01-01,34,0
"674/HX203",11783,"Male",43,2016-01-01,34,658.27
"674/HX203",11784,"Female",20,2016-01-01,34,0
"674/IP500",76248,"Male",42,2016-02-01,33,2174.59
"674/IP500",76249,"Male",45,2016-02-01,33,1656.6
"674/IP500",76250,"Male",31,2016-02-01,33,520.87
"674/IP500",76251,"Male",38,2016-02-01,33,3453.66
"674/IP500",76252,"Female",37,2016-02-01,33,905.32
"674/IP500",76253,"Male",52,2016-02-01,33,2782.39
"674/JG107",32871,"Male",35,2016-02-01,33,911.98
"674/JG107",32872,"Female",58,2016-02-01,33,0
"674/JG107",32873,"Male",27,2016-02-01,33,1522.18
"674/JG107",32874,"Male",43,2016-02-01,33,0
"674/JI765",14798,"Male",41,2017-01-01,22,0
"674/JI765",14799,"Female",33,2017-01-01,22,797.7
"674/JI765",14800,"Female",61,2017-01-01,22,2053.94
"674/JV567",36302,"Female",29,2017-01-01,22,5300.81
"674/JV567",36303,"Male",40,2017-01-01,22,903.87
"674/NN150",49056,"Male",39,2016-11-01,24,755.86
"674/NN150",49057,"Male",23,2016-11-01,24,0
"674/NN150",49058,"Female",46,2016-11-01,24,1323.22
"674/NN150",49059,"Female",49,2016-11-01,24,5236.56
"674/NN150",49060,"Female",29,2016-11-01,24,0
"674/NN150",49061,"Male",49,2016-11-01,24,0
"674/NN150",49062,"Female",45,2016-11-01,24,2278.56
"674/NN150",49063,"Female",48,2016-11-01,24,693.37
"674/NN237",43266,"Male",35,2016-08-01,27,3174.62
"674/NN237",43267,"Male",43,2016-08-01,27,1592
"674/NN237",43268,"Male",33,2016-08-01,27,1338.85
"674/NX315",46413,"Male",44,2016-04-01,31,384.56
"674/NX315",46414,"Female",36,2016-04-01,31,0
"674/NX315",46415,"Female",35,2016-04-01,31,920.46
"674/NX315",46416,"Female",40,2016-04-01,31,887.84
"674/PM868",18153,"Male",57,2017-01-01,22,1582.32
"674/PM868",18154,"Male",40,2017-01-01,22,1984.56
"674/PM868",18155,"Female",51,2017-01-01,22,1575.87
"674/PM868",18156,"Male",54,2017-01-01,22,0
"674/PM868",18157,"Female",60,2017-01-01,22,1250.7
"674/PM868",18158,"Male",56,2017-01-01,22,0
"674/QP855",36124,"Male",47,2016-11-01,24,2939.16
"674/QP855",36125,"Male",51,2016-11-01,24,1258.09
"674/QP855",36126,"Female",48,2016-11-01,24,821.95
"674/TO377",21047,"Male",38,2017-02-01,21,0
"674/TO377",21048,"Male",38,2017-02-01,21,0
"674/TO377",21049,"Male",42,2017-02-01,21,1719.84
"674/TO377",21050,"Male",34,2017-02-01,21,3023.89
"674/TO377",21051,"Female",30,2017-02-01,21,942.08
"674/TY209",48221,"Male",32,2016-03-01,32,1031.49
"674/TY209",48222,"Female",48,2016-03-01,32,2051
"674/TY209",48223,"Female",21,2016-03-01,32,760.73
"674/TY209",48224,"Male",44,2016-03-01,32,0
"674/TY209",48225,"Male",29,2016-03-01,32,0
"674/TY209",48226,"Female",53,2016-03-01,32,1252.1
"674/VP971",31997,"Male",20,2017-02-01,21,616.09
"674/VP971",31998,"Female",34,2017-02-01,21,1758.21
"674/VP971",31999,"Female",28,2017-02-01,21,922.33
"674/VP971",32000,"Male",36,2017-02-01,21,1807.87
"674/VP971",32001,"Female",35,2017-02-01,21,0
"674/VP971",32002,"Male",60,2017-02-01,21,765.66
"674/XR649",47811,"Male",52,2016-11-01,24,698.73
"674/XR649",47812,"Female",54,2016-11-01,24,736.34
"674/XR649",47813,"Male",50,2016-11-01,24,0
"674/YI328",45961,"Male",54,2016-07-01,28,1492.44
"674/YI328",45962,"Female",51,2016-07-01,28,1185.73
"674/ZX249",63604,"Female",37,2016-11-01,24,3102.19
"674/ZX249",63605,"Male",47,2016-11-01,24,10253.12
"674/ZX249",63606,"Male",62,2016-11-01,24,2170.95
"674/ZX249",63607,"Male",34,2016-11-01,24,582.62
"675/AZ736",23984,"Male",51,2016-08-01,27,4751.83
"675/AZ736",23985,"Female",26,2016-08-01,27,0
"675/AZ736",23986,"Male",39,2016-08-01,27,1029.01
"675/CE378",63997,"Female",34,2017-02-01,21,886.56
"675/CE378",63998,"Male",58,2017-02-01,21,1436.94
"675/CE378",63999,"Female",54,2017-02-01,21,0
"675/DR816",39304,"Female",43,2016-04-01,31,0
"675/DR816",39305,"Male",42,2016-04-01,31,0
"675/DR816",39306,"Male",33,2016-04-01,31,403.64
"675/DR816",39307,"Female",28,2016-04-01,31,0
"675/FG738",24872,"Male",54,2016-10-01,25,2319.13
"675/FG738",24873,"Male",29,2016-10-01,25,938.17
"675/FG738",24874,"Male",51,2016-10-01,25,0
"675/IQ901",71505,"Male",52,2016-03-01,32,0
"675/IQ901",71506,"Male",47,2016-03-01,32,0
"675/IQ901",71507,"Male",47,2016-03-01,32,0
"675/IY453",27662,"Male",40,2016-11-01,24,522.64
"675/IY453",27663,"Female",56,2016-11-01,24,1616.9
"675/IY453",27664,"Male",43,2016-11-01,24,2338.18
"675/IY453",27665,"Female",32,2016-11-01,24,2398.8
"675/PM640",64471,"Male",41,2016-10-01,25,0
"675/PM640",64472,"Male",25,2016-10-01,25,1516.23
"675/PM640",64473,"Male",37,2016-10-01,25,1712.04
"675/PM640",64474,"Female",31,2016-10-01,25,1156.84
"675/PM640",64475,"Female",49,2016-10-01,25,0
"675/SX522",60977,"Male",33,2016-06-01,29,0
"675/SX522",60978,"Female",49,2016-06-01,29,965.82
"675/SX522",60979,"Male",56,2016-06-01,29,3285.84
"675/SX522",60980,"Male",50,2016-06-01,29,0
"675/SX522",60981,"Male",41,2016-06-01,29,0
"675/TE420",66017,"Male",42,2016-06-01,29,0
"675/TE420",66018,"Female",53,2016-06-01,29,837.73
"675/TE420",66019,"Male",37,2016-06-01,29,945.61
"675/TE420",66020,"Male",58,2016-06-01,29,3745.2
"675/TE420",66021,"Female",41,2016-06-01,29,412.65
"675/TK905",20412,"Female",43,2016-02-01,33,2756.59
"675/TK905",20413,"Female",43,2016-02-01,33,1216.37
"675/TK905",20414,"Male",51,2016-02-01,33,1451.73
"675/TK905",20415,"Male",52,2016-02-01,33,5319.51
"675/TK905",20416,"Male",45,2016-02-01,33,3371.73
"675/TK905",20417,"Male",42,2016-02-01,33,1337.99
"675/VR950",58955,"Male",49,2016-11-01,24,928.88
"675/VR950",58956,"Male",48,2016-11-01,24,514.83
"675/VR950",58957,"Male",53,2016-11-01,24,892.67
"675/VR950",58958,"Female",53,2016-11-01,24,1735.69
"675/VR950",58959,"Male",34,2016-11-01,24,450.83
"675/VR950",58960,"Male",37,2016-11-01,24,605.52
"676/DM479",41341,"Male",47,2017-02-01,21,0
"676/DM479",41342,"Female",25,2017-02-01,21,0
"676/DM479",41343,"Male",26,2017-02-01,21,423.66
"676/DM479",41344,"Male",45,2017-02-01,21,0
"676/DM479",41345,"Male",44,2017-02-01,21,1081.37
"676/FO157",54294,"Male",51,2016-11-01,24,2682.82
"676/FO157",54295,"Male",37,2016-11-01,24,479.06
"676/FO157",54296,"Male",40,2016-11-01,24,675.58
"676/GW267",66520,"Male",52,2017-01-01,22,0
"676/GW267",66521,"Female",45,2017-01-01,22,2477.36
"676/GW267",66522,"Female",34,2017-01-01,22,1366.03
"676/GW267",66523,"Male",43,2017-01-01,22,0
"676/HT582",27961,"Male",37,2017-02-01,21,0
"676/HT582",27962,"Male",47,2017-02-01,21,319.67
"676/HT582",27963,"Female",43,2017-02-01,21,1024.04
"676/HT582",27964,"Male",28,2017-02-01,21,0
"676/HT582",27965,"Female",53,2017-02-01,21,1220.74
"676/IZ951",13520,"Female",39,2016-11-01,24,472.06
"676/IZ951",13521,"Female",26,2016-11-01,24,529.51
"676/IZ951",13522,"Male",37,2016-11-01,24,0
"676/IZ951",13523,"Female",40,2016-11-01,24,0
"676/JE731",28098,"Female",39,2016-08-01,27,0
"676/JE731",28099,"Female",36,2016-08-01,27,0
"676/JE731",28100,"Female",42,2016-08-01,27,3817.79
"676/JE731",28101,"Male",48,2016-08-01,27,783.02
"676/JE731",28102,"Male",35,2016-08-01,27,0
"676/KC572",35657,"Female",61,2017-02-01,21,0
"676/KC572",35658,"Male",35,2017-02-01,21,1760.6
"676/KC572",35659,"Male",34,2017-02-01,21,1631.56
"676/KC572",35660,"Male",52,2017-02-01,21,0
"676/KC572",35661,"Male",38,2017-02-01,21,0
"676/KC572",35662,"Female",53,2017-02-01,21,894.74
"676/KC572",35663,"Male",36,2017-02-01,21,689.98
"676/KD313",15688,"Male",40,2016-04-01,31,1084.99
"676/KD313",15689,"Male",30,2016-04-01,31,441.75
"676/KD313",15690,"Female",60,2016-04-01,31,7903.53
"676/KD313",15691,"Female",42,2016-04-01,31,0
"676/KT864",32048,"Male",28,2017-01-01,22,734.87
"676/KT864",32049,"Male",48,2017-01-01,22,2778
"676/KT864",32050,"Male",30,2017-01-01,22,1907.45
"676/KT864",32051,"Male",36,2017-01-01,22,623.82
"676/KT864",32052,"Male",46,2017-01-01,22,336.05
"676/KT864",32053,"Male",31,2017-01-01,22,504.36
"676/KT864",32054,"Female",35,2017-01-01,22,1313.94
"676/KT864",32055,"Male",54,2017-01-01,22,1422.23
"676/KT864",32056,"Male",36,2017-01-01,22,452.24
"676/RT104",29290,"Male",44,2016-01-01,34,0
"676/RT104",29291,"Male",38,2016-01-01,34,0
"676/RT104",29292,"Female",53,2016-01-01,34,3169.01
"676/RT104",29293,"Male",36,2016-01-01,34,0
"676/UI460",30564,"Female",49,2017-01-01,22,1780.85
"676/UI460",30565,"Male",58,2017-01-01,22,4342.48
"676/VH417",38571,"Female",51,2016-06-01,29,2260.17
"676/VH417",38572,"Male",40,2016-06-01,29,996.41
"676/VH417",38573,"Female",50,2016-06-01,29,3852.75
"676/YG408",50088,"Female",50,2016-03-01,32,1990.69
"676/YG408",50089,"Male",40,2016-03-01,32,0
"676/YG408",50090,"Female",48,2016-03-01,32,0
"676/YG408",50091,"Male",50,2016-03-01,32,522.65
"676/YG408",50092,"Male",37,2016-03-01,32,1724.47
"677/CA820",40936,"Male",34,2016-06-01,29,0
"677/CA820",40937,"Male",47,2016-06-01,29,1220.83
"677/CA820",40938,"Male",33,2016-06-01,29,0
"677/CA820",40939,"Male",52,2016-06-01,29,0
"677/CA820",40940,"Female",28,2016-06-01,29,0
"677/CA820",40941,"Female",31,2016-06-01,29,667.65
"677/CA820",40942,"Male",55,2016-06-01,29,1515.18
"677/CA820",40943,"Male",43,2016-06-01,29,0
"677/DA449",58087,"Male",43,2016-11-01,24,2668.03
"677/DA449",58088,"Female",48,2016-11-01,24,0
"677/DA449",58089,"Male",42,2016-11-01,24,1762.61
"677/DE722",58923,"Female",36,2016-06-01,29,1093.21
"677/DE722",58924,"Male",40,2016-06-01,29,2401.95
"677/DE722",58925,"Male",55,2016-06-01,29,1202.91
"677/DE722",58926,"Male",30,2016-06-01,29,922.56
"677/DN923",59241,"Male",42,2016-07-01,28,1237.6
"677/DN923",59242,"Female",43,2016-07-01,28,0
"677/DN923",59243,"Female",34,2016-07-01,28,1272.71
"677/DN923",59244,"Male",45,2016-07-01,28,1551.06
"677/DN923",59245,"Male",45,2016-07-01,28,821.25
"677/EG595",76438,"Male",48,2017-04-01,19,765.42
"677/EG595",76439,"Female",40,2017-04-01,19,0
"677/EG595",76440,"Male",57,2017-04-01,19,3377.35
"677/EG595",76441,"Male",51,2017-04-01,19,0
"677/FT215",28784,"Female",31,2016-04-01,31,0
"677/FT215",28785,"Male",48,2016-04-01,31,1258.11
"677/FT215",28786,"Female",48,2016-04-01,31,427.83
"677/FT215",28787,"Male",35,2016-04-01,31,0
"677/FT215",28788,"Female",45,2016-04-01,31,0
"677/FZ451",53399,"Male",60,2016-11-01,24,2166.8
"677/FZ451",53400,"Male",20,2016-11-01,24,0
"677/FZ451",53401,"Male",43,2016-11-01,24,1753.47
"677/FZ451",53402,"Male",45,2016-11-01,24,0
"677/FZ451",53403,"Female",53,2016-11-01,24,5987.96
"677/FZ451",53404,"Male",44,2016-11-01,24,0
"677/FZ451",53405,"Female",58,2016-11-01,24,1449.68
"677/KE298",65051,"Female",56,2017-04-01,19,0
"677/KE298",65052,"Male",37,2017-04-01,19,1508.54
"677/KE298",65053,"Male",43,2017-04-01,19,0
"677/KE298",65054,"Male",34,2017-04-01,19,1459.39
"677/KE298",65055,"Female",43,2017-04-01,19,1431.27
"677/KE298",65056,"Male",46,2017-04-01,19,6421.29
"677/LH686",75752,"Male",59,2017-04-01,19,1778.91
"677/LH686",75753,"Male",42,2017-04-01,19,0
"677/LH686",75754,"Female",46,2017-04-01,19,1398.99
"677/LH686",75755,"Male",52,2017-04-01,19,0
"677/LH686",75756,"Female",42,2017-04-01,19,1183.17
"677/LH686",75757,"Female",42,2017-04-01,19,897.11
"677/OP869",24099,"Male",57,2017-01-01,22,1433.43
"677/OP869",24100,"Male",43,2017-01-01,22,910.94
"677/OP869",24101,"Male",49,2017-01-01,22,1377.09
"677/OP869",24102,"Male",59,2017-01-01,22,2372.33
"677/OP869",24103,"Female",42,2017-01-01,22,0
"677/OP869",24104,"Female",39,2017-01-01,22,0
"677/OX965",54889,"Female",29,2017-01-01,22,0
"677/OX965",54890,"Female",48,2017-01-01,22,1740.92
"677/OX965",54891,"Female",40,2017-01-01,22,628.74
"677/OX965",54892,"Female",46,2017-01-01,22,1678.64
"677/OX965",54893,"Female",47,2017-01-01,22,2688.33
"677/OX965",54894,"Male",40,2017-01-01,22,765.14
"677/OY690",12909,"Male",41,2017-04-01,19,0
"677/OY690",12910,"Female",33,2017-04-01,19,0
"677/OY690",12911,"Female",55,2017-04-01,19,2173.5
"677/OY690",12912,"Male",54,2017-04-01,19,792.45
"677/PM641",48978,"Male",56,2016-10-01,25,1389.77
"677/PM641",48979,"Male",32,2016-10-01,25,226.01
"677/PM641",48980,"Male",48,2016-10-01,25,3943.28
"677/PM641",48981,"Male",55,2016-10-01,25,1067.46
"677/PM641",48982,"Male",57,2016-10-01,25,1316.08
"677/PM641",48983,"Male",34,2016-10-01,25,2734.23
"677/PV596",44588,"Male",44,2017-04-01,19,1193.07
"677/PV596",44589,"Male",44,2017-04-01,19,1752.09
"677/PV596",44590,"Female",37,2017-04-01,19,0
"677/PV596",44591,"Female",35,2017-04-01,19,1749.93
"677/PV596",44592,"Male",26,2017-04-01,19,231.59
"677/PV596",44593,"Female",29,2017-04-01,19,4363.81
"677/PV596",44594,"Male",44,2017-04-01,19,0
"677/PV596",44595,"Male",52,2017-04-01,19,811.31
"677/QK374",15093,"Male",44,2017-02-01,21,415.22
"677/QK374",15094,"Male",32,2017-02-01,21,736.56
"677/QK374",15095,"Male",41,2017-02-01,21,0
"677/QW182",56342,"Male",52,2017-02-01,21,2362.64
"677/QW182",56343,"Male",40,2017-02-01,21,990.83
"677/QW182",56344,"Female",39,2017-02-01,21,523.78
"677/UG579",6961,"Male",45,2017-02-01,21,983.85
"677/UG579",6962,"Female",58,2017-02-01,21,0
"677/UG579",6963,"Male",48,2017-02-01,21,0
"677/UI588",27910,"Male",62,2017-04-01,19,822.57
